id_produto,categoria,tamanho_nome,tamanho_descricao,quantidade_fotos,peso_g,comprimento_cm,altura_cm,largura_cm
abe90b94fe9bb697a9f2bd7e25029c2f,audio,44.0,885.0,1.0,1360,28,21,24
dd231637766e756fd1cf2fd80501fce1,fashion_roupa_masculina,57.0,222.0,1.0,750,30,10,28
e9ceb9123d3103b7ad293c168dd3a547,cama_mesa_banho,46.0,333.0,1.0,6410,50,26,44
ae8075d523c78e51b70c30ec84497683,esporte_lazer,51.0,1589.0,7.0,500,23,4,13
fcf8767deaa2d325a3150d5bcb8acbea,beleza_saude,43.0,812.0,1.0,350,19,12,13
b516bcd976124fe39effaa262a2d295c,informatica_acessorios,44.0,648.0,3.0,217,35,7,29
bc072f287b475a918c00b3478d1bcef9,automotivo,55.0,3479.0,4.0,2500,21,18,16
b10d71016458b5278240f4ff330f5d3a,eletrodomesticos,59.0,161.0,1.0,150,18,8,13
97b3b8e8ed22d0ceb3b3c520e806a334,eletronicos,40.0,395.0,1.0,200,22,14,17
a7216be504e1ff211b67479ab193a552,utilidades_domesticas,42.0,886.0,3.0,5200,50,23,27
c43b672f48eaccbecc94cdf6b4f53485,beleza_saude,32.0,386.0,1.0,150,20,10,15
c224f464aeeb2c6af33f0682a181efa7,utilidades_domesticas,60.0,1809.0,1.0,12600,16,2,11
f2d362fbb792bbe0233ab254111eca4e,beleza_saude,42.0,811.0,2.0,800,34,15,38
cd9e2444207cd970011fe53c19d72caa,moveis_decoracao,56.0,196.0,7.0,550,29,16,14
a142a106133a43bc55573a6a77be9d57,climatizacao,55.0,1081.0,1.0,300,20,5,16
f2b264b1a4602b87d64eebefc899c1d0,ferramentas_jardim,42.0,790.0,2.0,1000,30,15,30
9cfca0dc6dd43d12b7de84a5e1e0a429,cama_mesa_banho,33.0,237.0,1.0,750,39,3,27
c925e3dea45558e88442e52f0cf3d7e9,automotivo,56.0,919.0,5.0,200,23,3,16
b891c682fc2f37ea421cd3bf2f4fcd00,utilidades_domesticas,36.0,166.0,4.0,450,16,25,11
e2f714fbe2ae1f8ef2d9827295ddc972,cama_mesa_banho,56.0,609.0,1.0,550,16,10,16
947c79ffdc05997e940df6e00bc8a82e,beleza_saude,20.0,79.0,1.0,204,18,18,18
9c4a4597e2a9508d9e9f329fb27650b8,relogios_presentes,54.0,1916.0,1.0,600,18,9,15
cf9acdb2a4cecac3bd28a9a3e7bbe615,automotivo,35.0,923.0,3.0,15850,56,15,15
b5fd066805e6dbd581736d37d6313bb3,moveis_decoracao,56.0,2043.0,5.0,3000,69,11,11
d23f2f3a0d52d3cb9effc0e11bae4bff,moveis_sala,57.0,469.0,4.0,18700,50,65,50
e93a471ae7f8acd97e41203e59a434e6,moveis_decoracao,40.0,418.0,3.0,1525,39,15,15
8dfb62dd226c4b734e5a51fc114de949,moveis_decoracao,54.0,1120.0,8.0,2000,40,40,11
99261353f5a1325e45c9f6e6c81ca0f3,eletronicos,57.0,150.0,1.0,100,17,8,12
e3f7b3cbb0ccf1f1e361e6974b22e346,cama_mesa_banho,56.0,608.0,1.0,650,16,10,16
98f129cbe241892b96fca3363f2caed4,construcao_ferramentas_seguranca,59.0,2112.0,5.0,300,17,7,17
918f54d64e36db4f2560c49199e64e12,informatica_acessorios,60.0,335.0,1.0,150,16,8,11
994e65eb77f3501f497e7fd860b0ea9e,ferramentas_jardim,53.0,1725.0,2.0,1000,33,14,14
9bfc55df037ce3ac01bfd84781adf7e5,audio,45.0,1654.0,3.0,530,19,14,15
cb1b037c120d9dad45d63a2723e46f18,malas_acessorios,46.0,1134.0,2.0,7700,18,64,40
9c5cec867c62c0ec4674b002eb1c3e0c,eletrodomesticos,33.0,94.0,1.0,15875,54,46,32
cd6141650f23cd9f6bd573a52d7af39a,moveis_decoracao,52.0,540.0,4.0,1100,30,20,30
9fd8c99aa3c0ce6aa140bc8cce4ce462,utilidades_domesticas,53.0,439.0,1.0,1250,23,26,20
e919bdbe0314f5cef7d86707f9d89c1e,utilidades_domesticas,39.0,412.0,1.0,675,18,21,16
c697e67e0129d1836951f781a913cb4a,cama_mesa_banho,57.0,557.0,1.0,650,16,10,16
f79e80cef766188c58d8231218a2ae3d,moveis_decoracao,56.0,1497.0,3.0,1550,105,3,70
c0747e098550ba48a597e31baf37f519,pet_shop,48.0,1533.0,1.0,500,16,5,11
e9beecfff0ff694e24d6e8d18c855fbd,brinquedos,60.0,510.0,1.0,275,20,7,13
fe2f068d3b10f48ac104cd8c8dbcdfe8,esporte_lazer,44.0,317.0,1.0,450,25,25,25
e47b2f2b628e82c961a82a68a4400339,portateis_casa_forno_e_cafe,59.0,3725.0,1.0,400,20,11,11
cf4f52b8f3c906f11d98e8866614f140,agro_industria_e_comercio,54.0,365.0,2.0,600,30,15,15
8f5cd67d0e2be158ff1e6c0b841686a4,telefonia,60.0,818.0,6.0,350,17,4,12
95dacbf52db1d378303344b43f821cb6,moveis_decoracao,54.0,586.0,1.0,1700,33,8,23
b31c4e55a23622a7ed5c0a2db4e43f1b,esporte_lazer,31.0,213.0,1.0,1000,51,16,11
c7bcab3a7039340cf46705f43bab3ee2,cama_mesa_banho,60.0,341.0,1.0,1200,40,7,34
cb07b3df7c64648bbeceb85cacd464c9,ferramentas_jardim,63.0,955.0,1.0,1900,20,20,20
9a98180ffbd0765e89f11cc8dd2385f4,moveis_decoracao,63.0,639.0,2.0,1500,38,7,28
db12ac2c4b6f38f091e197cece7d4a3e,moveis_decoracao,60.0,718.0,1.0,900,16,16,16
c6cd44f8f6b12ff7a20d0b51ff3bfc82,brinquedos,53.0,1202.0,2.0,800,16,30,16
efa00ca4229c1a9fa813fd0a872cbb1e,perfumaria,53.0,342.0,1.0,550,24,8,15
a4c2f0735962e3bcce149351d387ffd9,esporte_lazer,55.0,680.0,1.0,1000,23,21,21
db6065d633b0e40022ef1de6181bd1dc,brinquedos,55.0,1223.0,1.0,450,18,12,12
eee06252189d5bb575a31c9672cd67ed,automotivo,59.0,380.0,2.0,1900,48,10,40
aa29e7cef9f6eac9436c8e91ad9d8190,informatica_acessorios,44.0,258.0,1.0,600,18,9,16
c3f0567155098730c30259bf19b54fdc,bebes,57.0,345.0,2.0,200,20,10,20
b80bd0ecf8c5136d199aa50b63dbaf6c,moveis_quarto,41.0,538.0,1.0,9000,59,9,37
8ec34ae48c0cc0ed37d37f31aad47c99,automotivo,56.0,368.0,5.0,700,80,4,11
c98141af5de0ad24a74753a12a9eb40b,relogios_presentes,56.0,539.0,1.0,350,18,12,16
bef21943bc2335188429e1638ef99b81,telefonia,24.0,222.0,2.0,200,16,2,12
de2505e32f3a22f6b80bb58d798c4ccf,papelaria,27.0,243.0,3.0,850,16,4,11
c8d90cfcce13c0471dc483876a080e87,telefonia,50.0,599.0,1.0,275,18,4,12
a35908642db2ef18437c352a421035ef,ferramentas_jardim,58.0,2130.0,4.0,13300,46,40,46
a7206a94bef040212c063390c1f2e4e0,beleza_saude,42.0,327.0,1.0,1750,23,23,23
957f6d6b55b78746f89e976cba785440,moveis_decoracao,64.0,1115.0,3.0,1450,25,20,20
c2613aec0520c43e665ff0d037adbfa7,telefonia,37.0,416.0,3.0,100,19,3,11
f05901e010ebaa3924276751a35e6004,moveis_decoracao,63.0,686.0,1.0,500,45,15,35
daa5000b84b8bd4a9e8e622f154ac0c5,beleza_saude,48.0,583.0,1.0,150,16,7,15
b4763c2caeeac2424b64aa199789b81b,informatica_acessorios,51.0,812.0,1.0,1100,31,12,11
be93f4f9930c70a83456e2c9cb408a85,consoles_games,50.0,300.0,2.0,200,17,2,12
b121f98815a33782f552005a2f39c6a1,fashion_bolsas_e_acessorios,42.0,114.0,1.0,300,16,16,11
fcf4c9a897ae906e5a467ebf4589dffd,bebes,60.0,262.0,1.0,987,25,25,25
c571ff0670b81b663ed2dd31338c5ad5,utilidades_domesticas,36.0,282.0,1.0,500,16,18,17
ab6edd00a29d1e29948284a492497854,eletrodomesticos,56.0,164.0,1.0,300,20,13,12
cfc37213adcf7bc0a35084f70a312b13,instrumentos_musicais,56.0,976.0,2.0,990,30,9,13
c5b6cb0ce3279d64025831b972bf5dee,papelaria,59.0,354.0,3.0,6050,38,30,28
a8aae2d57f0b7d4b495da36a2ea21385,construcao_ferramentas_jardim,58.0,373.0,1.0,3300,28,28,23
dd995c28b8042ed14cdc71daf16dc2cf,utilidades_domesticas,47.0,772.0,3.0,950,27,14,18
f98669b114883609dce5f0ded424d81b,automotivo,57.0,651.0,5.0,5850,78,4,47
f2577870331ed710015cbfb36ce2e027,bebes,52.0,224.0,2.0,6200,75,15,50
bcc8dd5518ca336cfcdbb681592df5e3,brinquedos,52.0,700.0,1.0,7400,60,18,40
bf730d49d016a80c9c66b4c1768a7933,pet_shop,54.0,1012.0,3.0,4300,53,20,33
cac2a35a7d2ff513045a3114a29b4398,informatica_acessorios,52.0,414.0,4.0,225,16,19,20
f79b6b10ce5885fa36adf4f013681939,fashion_bolsas_e_acessorios,44.0,566.0,1.0,100,22,2,19
c7dd52c6177b277973286c741e7894cb,brinquedos,37.0,1156.0,1.0,600,17,10,12
b41170a9996e74afc789cb4e75ad205a,construcao_ferramentas_construcao,58.0,559.0,3.0,800,25,16,16
dd2f30521d540d49a7f2b94cbc99a4d1,utilidades_domesticas,46.0,203.0,1.0,1150,19,22,19
acfb0b4f47e06f58c0c87f9012418921,esporte_lazer,35.0,924.0,4.0,400,17,6,11
d00f6c52d2730de05fb409f09ab6e732,utilidades_domesticas,53.0,167.0,1.0,2150,30,19,25
e15cee02291017f6f12b4115ffb417e6,moveis_decoracao,56.0,297.0,2.0,700,100,5,20
96530fd162c17a87b70830cc5fb0f45c,cool_stuff,32.0,431.0,2.0,200,24,4,18
a62b367ed54e81983ba07fdb06d405fb,utilidades_domesticas,57.0,846.0,1.0,1750,16,31,12
a80de388aa0d0380e27081e741f8408f,moveis_decoracao,59.0,1993.0,3.0,1350,69,11,11
d0c7f4863cf1497a8bc855b8b09116bf,beleza_saude,53.0,3782.0,4.0,1400,23,13,23
a4ae122069f05f8ac775375a4f00a907,telefonia,42.0,318.0,1.0,100,19,3,11
b27f54561f44d7036b4c0a62349626ee,cama_mesa_banho,58.0,330.0,1.0,850,45,15,25
c10b7cf3152ae68bd9b4713b2230080d,eletrodomesticos,59.0,68.0,1.0,11100,16,16,11
ede21d9928e12f59d3dcd5586c77cf09,musica,58.0,288.0,3.0,1100,16,2,11
effa78286556d5e79cda2b4aba96a534,brinquedos,53.0,190.0,5.0,700,20,30,31
f1a052d6459a75dae281e66827d6df8b,automotivo,58.0,825.0,1.0,2950,28,5,30
f72f94500a6463e91cc9ad3a4fa04234,utilidades_domesticas,53.0,272.0,1.0,275,18,18,30
b5dfd307658435bd981ff29e6da7e77a,bebes,44.0,247.0,2.0,100,25,4,15
a3349ee806d1e1e98d582a2aba5cedcd,cama_mesa_banho,33.0,471.0,1.0,350,105,20,20
e6d256dd10cfa8e1f36c0423d2b3adff,,,,,450,20,12,15
e57bedf7c0f94f9691910b4e0fbf211a,informatica_acessorios,46.0,137.0,1.0,250,35,8,18
c968bbc4dfb718031488d3f109fee500,bebidas,26.0,165.0,1.0,1400,18,32,22
cb69547b36cd7dd0fd98f7e6469dfd51,papelaria,42.0,196.0,4.0,850,40,15,30
a188cd985f0f3f455caaba35a00dc5ff,papelaria,58.0,474.0,3.0,1100,30,20,40
f8abc2230f8edcb57a082b6ef696e481,utilidades_domesticas,48.0,1565.0,1.0,2200,16,21,11
a1b951b4a7ac3dcd035bc6532b95ffed,beleza_saude,38.0,874.0,3.0,1050,27,25,19
ddebc97ddf43a9787d1ee7012e394ccc,cool_stuff,63.0,3976.0,3.0,2300,22,29,16
9c522bd0c17e3f233d657b8faec798b6,automotivo,60.0,865.0,6.0,2050,30,25,30
a07e8af7e44f533552dbfd94f480ef37,livros_interesse_geral,44.0,915.0,1.0,350,30,5,30
f3f6c295f8683fd04c2a01c363db3ec5,livros_interesse_geral,34.0,486.0,1.0,600,23,7,16
ba41a64f60b89524bea9c75894ffb760,informatica_acessorios,45.0,306.0,3.0,100,19,5,13
f520d24c6aa8c9b6e73e45517de7dad7,automotivo,54.0,1310.0,1.0,1550,42,19,25
e23ad0cd69c2d088fce8285de421f61d,pet_shop,45.0,514.0,1.0,500,16,15,15
b12d44209afd3493a2b1e4f19cf4ec19,cama_mesa_banho,46.0,128.0,1.0,250,40,4,30
b4183f86c9a0c7a13138ff4575114f76,brinquedos,56.0,545.0,4.0,900,17,40,14
c235a7c2c9c539eb3e917705b18d690e,esporte_lazer,56.0,1095.0,4.0,1100,100,15,30
f5662ef809d3a6f3f5b0dc551aaa819a,cama_mesa_banho,48.0,414.0,2.0,22200,56,38,48
9d641daeb448e6a915e1f81234d4cd33,relogios_presentes,46.0,659.0,1.0,350,21,14,14
a25e87065dc111adf2944d046ab3eda1,perfumaria,23.0,68.0,1.0,400,35,15,25
b1631003bdbc3b1e876f83a7d851d74a,perfumaria,48.0,1003.0,4.0,350,18,11,20
a76bb75d78ce6aa4a5202051b4f88a83,esporte_lazer,52.0,460.0,2.0,300,19,12,16
aa067411083105e630fe32dc30692555,moveis_decoracao,56.0,629.0,1.0,9550,35,45,45
9f7878d3613e4e7f43b8a4860267a8d3,utilidades_domesticas,57.0,106.0,1.0,1150,103,4,34
da776bf9b82768f68ed598d4bc16c5e1,ferramentas_jardim,58.0,435.0,8.0,450,20,15,20
93f9c7eb069e7ef8685ebe71ca606135,telefonia,57.0,762.0,3.0,1700,16,4,11
8d2ed4fec68ea93ec092cbab0e1a92b5,,,,,200,16,5,15
c004dec0cc1cd5218c27fa8f338d42f3,artigos_de_natal,51.0,392.0,7.0,1950,40,80,11
8ea331107c7373a412b73374be7c6736,perfumaria,43.0,503.0,1.0,600,16,2,11
d4670fa6cc31ee979c4cbd5904e0562a,informatica_acessorios,38.0,323.0,1.0,1050,32,12,20
937c825572d26b9e5a723527c6d625c6,cama_mesa_banho,39.0,169.0,2.0,300,25,8,19
eaa3c87492892d3e6861f0939b4dbada,eletrodomesticos,44.0,113.0,1.0,100,20,13,15
e84bf31698e5842d605c5aa9cfc8b02a,utilidades_domesticas,33.0,211.0,1.0,1150,25,25,16
c888fc3b5c58172f23548aa2bb94a8d6,utilidades_domesticas,57.0,1585.0,4.0,5375,29,31,41
ebccaf8ddfeb6858f6cf417708159453,bebes,32.0,449.0,1.0,1100,29,12,32
cea2c8d87c3a6672684f57374dfc5703,pet_shop,39.0,208.0,2.0,200,16,2,11
a91296c6e53b452fe0c6a5a878a2a06a,alimentos_bebidas,51.0,198.0,1.0,1250,16,35,11
d5b703c271f43f9c588a6f512a00f77e,brinquedos,27.0,531.0,4.0,150,16,7,20
fa6033d3f009f79e0214038467cab55e,automotivo,55.0,891.0,3.0,623,18,16,16
9a46ea3c561cf8075d59a39256461e73,esporte_lazer,25.0,284.0,1.0,100,25,5,15
aa5c7ccc97c30087e5183ed27708905a,cama_mesa_banho,47.0,212.0,1.0,3367,67,16,48
af2ce88035b65e8f987e8038fa87098b,bebes,60.0,112.0,1.0,850,30,7,30
e0c91d6c8ebefa095d644e26877e6121,pet_shop,50.0,662.0,7.0,1250,40,20,30
dc265762419b1b4a46eb0a242e713684,,,,,200,35,5,25
cb6d69daafeddab34122e1de88e1274c,utilidades_domesticas,58.0,379.0,1.0,1850,25,21,21
aaa8957f9861aff94f589c3a0e1106cd,moveis_decoracao,38.0,303.0,6.0,300,16,22,16
9e8a8f0d5433b6dd46b98108d9ea27f0,relogios_presentes,49.0,696.0,1.0,375,18,12,13
9117307cf75efa6e964d697f0d1297f9,fashion_bolsas_e_acessorios,32.0,391.0,5.0,200,16,9,11
fdc7b4c1ee3b0ba0c649a3147d039983,relogios_presentes,55.0,1336.0,3.0,450,16,12,11
aef099a1948ab0d8a11c5a4b41ab3809,moveis_decoracao,47.0,453.0,2.0,700,20,15,20
de20d07a4cb6565ed32339ba6a9ea541,construcao_ferramentas_construcao,51.0,250.0,1.0,1100,40,37,35
fe01b643060a6446e59f58e3021e66b3,perfumaria,40.0,659.0,2.0,1250,26,21,20
dfbbf137ccb6af48e66d186a33118579,informatica_acessorios,45.0,722.0,2.0,450,20,30,30
f0453e2cbc3480959c34ab663b44c777,malas_acessorios,50.0,297.0,2.0,250,20,3,20
fe02ad514379012c6a31b62741a3a9d4,relogios_presentes,47.0,673.0,3.0,600,18,8,13
a67862541af347668d69290d8951beeb,utilidades_domesticas,57.0,250.0,1.0,250,30,30,30
c055bf6d7dda1345d1226b0b3bb42485,beleza_saude,46.0,834.0,2.0,2000,90,8,15
e41e130eb1fdd3eb4906ccf2ade8a86a,brinquedos,42.0,223.0,1.0,600,45,15,35
b6046194183ce54d8fcaa7a2d28b1095,ferramentas_jardim,60.0,531.0,5.0,400,30,7,23
db9e2ea2789762e3b0ecb627eb70696d,moveis_decoracao,40.0,240.0,4.0,5350,52,6,52
d6fa8b99ed80bff9dcddd3fdefa6e68d,construcao_ferramentas_construcao,60.0,338.0,1.0,2050,23,8,23
e344e7fbb51b08fbb06076b02f457dd9,informatica_acessorios,56.0,1548.0,1.0,167,17,8,14
e6407038bf83e03733094f3d6e3f92f6,esporte_lazer,49.0,1132.0,8.0,9950,105,15,25
8d7a78b702d2a089195118b7f79b7b29,relogios_presentes,50.0,246.0,1.0,700,16,11,11
d2a6a1234a2a54138b50cfea40992d78,relogios_presentes,46.0,206.0,1.0,700,21,14,14
ef4f89f8ee26b84496a7f8e7dc76029d,casa_construcao,36.0,971.0,2.0,9150,50,105,15
fa87bc5ccdd8ea6e54117916e485cb48,cama_mesa_banho,54.0,634.0,1.0,1000,16,10,16
f081174cf4cde1e4f75cd45b4518bbe6,relogios_presentes,54.0,373.0,2.0,191,17,15,14
f109f04ad95889f2f041a91afe3d894e,beleza_saude,47.0,189.0,1.0,2033,22,12,17
cbecf0dca7a42c56c9ad9e20c74af1fd,utilidades_domesticas,52.0,1374.0,2.0,1110,20,20,18
f879fadd73c7b81f0b278dacc880cf08,moveis_decoracao,55.0,282.0,1.0,7500,53,16,53
bd7cd34fc6d02e730221b11edc354aae,brinquedos,36.0,651.0,2.0,704,25,22,23
ea0e3d94bcd573d99c06fc115d82500f,cama_mesa_banho,57.0,393.0,1.0,550,16,10,16
a163027285e36415230fb2e097366cd0,esporte_lazer,57.0,570.0,6.0,350,30,16,16
b37bba85dd6a58ebb520e4b8c00dcf6e,relogios_presentes,54.0,880.0,2.0,300,16,11,11
9fcf1f95cb545ca095c4a17491b81382,ferramentas_jardim,51.0,575.0,2.0,300,16,20,16
b039629191cbc785dd3ebb5def03dd7c,cama_mesa_banho,59.0,638.0,1.0,800,20,16,20
f10163ef5dd01ee5f3622b750b64091c,fashion_roupa_masculina,55.0,1241.0,2.0,300,16,2,11
ba461381a6bf526c5e970d435541eb2a,esporte_lazer,56.0,286.0,1.0,100,17,15,16
a224196b0b605fdffac1d9224f052ceb,utilidades_domesticas,42.0,200.0,1.0,1100,40,10,35
f53c1d686fa4b8fe84636440f7a772da,automotivo,57.0,931.0,4.0,1600,20,20,20
cef211702e18d39ca1a4b6d2d6580c0d,eletroportateis,38.0,566.0,1.0,1200,35,35,35
98ad6d0d02b4ee890e2a5e322ae6b028,pet_shop,12.0,1512.0,2.0,200,20,18,18
e923da464bbde92908a4d934bca4ab85,ferramentas_jardim,55.0,236.0,1.0,600,17,17,12
9af9fb5e25c1c09f035e01b7936f6c6e,bebes,18.0,1311.0,3.0,650,21,10,15
f59062775ff63deba00e8b425f127e35,,,,,1400,32,36,20
caa2013f2d03e815b515557fda15639b,moveis_decoracao,51.0,455.0,6.0,400,22,22,11
d392a00a8d96150a649853d20d63e8ba,esporte_lazer,47.0,490.0,1.0,1500,22,27,22
dfa6b0099b9a29d216bd1bfb624eb936,esporte_lazer,61.0,1274.0,5.0,200,26,2,21
ac934f1d1da9eb814b1158a2b5e20cf5,moveis_decoracao,54.0,202.0,1.0,4100,50,20,40
e81f78eb3a85ed5108ec97a4d9e808ec,esporte_lazer,55.0,1862.0,1.0,2800,20,22,22
cd1715585df363c8ad738d72414ab616,cama_mesa_banho,54.0,449.0,2.0,3100,37,10,40
f7b0ee6d481a76a7bed4f0a7d574a6e2,esporte_lazer,40.0,1287.0,2.0,700,25,20,20
eb47d7ea4e5611684330021baa317c17,bebes,60.0,1882.0,4.0,12467,35,57,52
f4b684b9c6a1a744af575c7c6623962d,eletrodomesticos_2,49.0,935.0,1.0,21100,48,44,62
d12626c1266a0263a1b0d907437b5fe9,beleza_saude,50.0,1625.0,1.0,3300,24,35,16
fac82ec645519b81e8873570d454f00e,beleza_saude,46.0,1801.0,1.0,1150,16,20,20
99903e1e018dd80869032e7e79802059,papelaria,60.0,435.0,4.0,350,101,15,15
8f79239910bb0bf15488ef9abd9e6593,cool_stuff,57.0,330.0,1.0,1650,35,44,19
a9561ee69e9f8808eb4add53d720a447,cama_mesa_banho,32.0,376.0,1.0,24300,50,50,40
af130e20a3a8eb7fcb9a8940d6984d88,papelaria,50.0,712.0,1.0,1100,31,39,16
907539b8216ca1250e5e974b4047699d,relogios_presentes,60.0,862.0,6.0,500,16,2,11
ca83ea24493d1cdaa236098ae779b175,eletroportateis,51.0,2396.0,7.0,3567,35,9,27
af87aa3f5f2c05c8c4db6bee2088672b,moveis_colchao_e_estofado,58.0,870.0,2.0,30000,60,56,60
bc855e59a6a8653f16264bc6d5b3f7aa,papelaria,54.0,321.0,2.0,1200,21,48,31
9b5ac73a8525e3eb6e33e1272d62bea2,consoles_games,47.0,830.0,3.0,422,21,7,15
c7f27c5bef2338541c772b5776403e6a,artigos_de_festas,54.0,429.0,1.0,450,28,9,19
b5f2e8a3a5468c998e821b0cc15ca5c3,telefonia,60.0,757.0,2.0,225,16,19,18
e06eb527f0a6ce904044687bd2faa582,utilidades_domesticas,42.0,223.0,2.0,800,46,10,35
b75ad41bddb7dc94c7e555d9f78f5e8a,cama_mesa_banho,54.0,909.0,1.0,1000,25,5,25
d268b1387a5aad5769aee20e55619a20,fashion_bolsas_e_acessorios,51.0,731.0,1.0,350,16,2,11
e69de7cd67f5bb13797a8530acd9c711,cama_mesa_banho,42.0,184.0,1.0,1600,45,15,35
f39e720d7174b473f81e8a7103e562fb,papelaria,50.0,226.0,1.0,1600,18,40,30
9388fcd19f74f595e79b1a302b930bf7,consoles_games,45.0,1034.0,1.0,600,20,15,20
fa8f466a5cc7c984851474eda1c9e17d,beleza_saude,34.0,669.0,1.0,454,19,15,15
d14b123540fc5edbd4b0fbc48102a6c4,papelaria,56.0,599.0,2.0,175,18,14,22
d339b523c298009f15d242a3a99392c7,ferramentas_jardim,51.0,2559.0,3.0,850,24,9,26
c072e7b87c8413341505d50d8234fbc2,papelaria,49.0,151.0,4.0,7900,35,55,25
b914a18d4547eff292fedeccc82faec6,relogios_presentes,46.0,387.0,3.0,800,19,17,18
eb4ce1251cfec891df49b09dda5095b0,alimentos,37.0,499.0,1.0,600,22,10,16
cd20f878813b93b6ad1df1b299775b0d,automotivo,59.0,872.0,2.0,1750,16,16,16
f919da4f716dc149cef4551a322001fd,moveis_decoracao,50.0,635.0,1.0,1200,30,23,30
d791e6e94247e3655aa849b1d4d7d2c3,cama_mesa_banho,55.0,981.0,4.0,1550,33,8,22
f67a0e2d24ab234b2cd6da21273710e5,esporte_lazer,49.0,1437.0,1.0,300,20,11,11
8e14e42d480e0c520d2f8ee0e7d3249d,cama_mesa_banho,55.0,499.0,1.0,700,16,40,30
9d51d411e0141d07a1ba31dc732b1b60,moveis_decoracao,55.0,379.0,10.0,750,29,13,14
c36f1190b3cb7fac6c7bc68483317029,fashion_roupa_masculina,55.0,1241.0,2.0,400,16,2,20
f8375e9fa93ad89af5386c8d0ff4e186,papelaria,58.0,495.0,3.0,825,22,32,22
bada3636bcc5d4020e6dd018e3e7bb8b,informatica_acessorios,25.0,321.0,4.0,250,16,6,14
c342f482010f1ec6d94f55102e4994b9,automotivo,56.0,461.0,5.0,400,30,11,15
acdf83e7694c8eec22e6b19bc59f4e60,cool_stuff,34.0,268.0,1.0,200,14,13,12
d76c9aa6123ceda9cd490fb2301c1cb4,utilidades_domesticas,53.0,1278.0,1.0,2200,50,10,35
d95338f5403a401b525db6de4c2dbd0c,esporte_lazer,52.0,1210.0,1.0,3600,32,24,24
d473f089b5ee128dde110a0f756f8ef0,moveis_decoracao,55.0,408.0,2.0,1100,16,15,18
d3e38ef1760a26d888e58942e16b0a70,relogios_presentes,53.0,641.0,1.0,500,18,12,17
972a5189877b9f484978bb58ef311003,cama_mesa_banho,58.0,606.0,2.0,2100,40,15,40
a5e130225bfc3dde1f8ec32d8c37b66d,moveis_decoracao,47.0,450.0,4.0,900,20,15,20
b7514da5a1afd83af30e0a524b561d3a,moveis_decoracao,47.0,2114.0,2.0,500,68,8,13
dae7d137a7eb1a685e48c83f7952b388,moveis_decoracao,55.0,916.0,3.0,400,50,3,25
8dc110bf643aace72cbb6e412bed2e38,moveis_decoracao,30.0,340.0,1.0,300,16,14,14
ef25f91f23e39577fa6ddf93103876b1,papelaria,53.0,317.0,3.0,5350,38,30,28
f8f5e2fc20dd79d9f322fe9522fcd77e,cama_mesa_banho,43.0,101.0,1.0,500,20,10,15
ee54bc9ad38ada9c4692f91362601c9e,construcao_ferramentas_seguranca,60.0,212.0,1.0,340,20,20,20
bb4529cc022238658f562c9a7b4b3c93,livros_interesse_geral,49.0,3786.0,5.0,1000,26,20,12
95e67a8fbaf668c2d060eb3938a0c999,telefonia,56.0,1736.0,1.0,450,16,16,16
b1cbf530dc2a793ced8e0768ffcce501,telefonia,40.0,580.0,2.0,100,16,3,11
f0bdec4f1c899ce1258888fa9d6db7d0,cama_mesa_banho,54.0,281.0,1.0,2700,53,21,42
9ccf0137597c7461ba6c1d306a13f7ac,bebes,49.0,1162.0,1.0,100,16,2,11
8d063218dab590d1a369a08e761c16e1,beleza_saude,40.0,1709.0,1.0,388,19,13,18
d40788ec5b01ba52711983b9c54b36e6,fashion_roupa_masculina,45.0,523.0,2.0,300,35,30,20
e848fe43501928495138fd67b3e70968,telefonia,51.0,1387.0,1.0,150,18,6,12
be1c4cf8a2d2aade623eb7a646d2a0bc,cama_mesa_banho,54.0,508.0,1.0,850,45,15,30
a3c6e207e106b9ccc0b813a7a0932530,perfumaria,43.0,370.0,1.0,1200,33,13,14
d0055a776e27ad64a6fe6b69da52fa8a,beleza_saude,41.0,288.0,1.0,1700,40,40,50
9b77a0a174a0b29b5720de6cfcc17ba9,informatica_acessorios,34.0,1080.0,2.0,200,41,2,29
fd09697dea5aa0de13308b83c6e03f69,beleza_saude,59.0,716.0,1.0,750,25,20,18
ef60a683caacd212b1cc7b356283c2de,,,,,600,16,16,16
bd78aa243ba78f9d4a311681e172b090,beleza_saude,58.0,3912.0,1.0,750,16,16,15
f663527ddb1b3def5cf66a2324c3402e,esporte_lazer,35.0,579.0,2.0,400,16,8,11
e4b6f030d5280d30656abaa4ee64ef81,utilidades_domesticas,49.0,614.0,1.0,5300,35,28,32
9c33575aa341a769bf00ea6e3cd12e6f,telefonia,58.0,110.0,1.0,200,19,4,11
ff01ba3d3676dd02937fd007e3f4e992,papelaria,54.0,755.0,4.0,200,16,5,12
981d19b32de498335ca41b1faf1b4e35,esporte_lazer,44.0,2350.0,1.0,575,21,16,11
cd74b22e441a1149c4b94faee78becbb,relogios_presentes,42.0,255.0,3.0,500,18,13,16
9e61de7e3ef7e99896060d76e48df65d,,,,,10700,40,40,40
e0d472a0e85ecfc7d8297c8bac6eb403,papelaria,57.0,816.0,5.0,650,25,25,25
a35a9f46dcee0a67c8c7ad8493eb4135,informatica_acessorios,33.0,1084.0,2.0,200,41,2,29
ad1280b6c5b1af7cfd97372249be66c9,ferramentas_jardim,60.0,2130.0,4.0,16700,46,40,46
