,id_produto,categoria,tamanho_nome,tamanho_descricao,quantidade_fotos,peso_g,comprimento_cm,altura_cm,largura_cm,SK_Produto
4308,deb5048402088c1bd33af3910bf9a92f,eletrodomesticos,55.0,313.0,1.0,3500,55,19,46,4309
4309,f861a4d17125be291c6996bb79ff59b2,moveis_decoracao,39.0,400.0,1.0,450,35,35,11,4310
4310,9b968712a8768d8e23318f73476af1a3,bebes,51.0,524.0,1.0,850,23,14,28,4311
4311,aefe4356e7a54d42df4a67468015e43e,moveis_decoracao,37.0,339.0,3.0,800,62,3,52,4312
4312,ad938d3b79856582ace5b311ab864826,moveis_decoracao,50.0,440.0,1.0,1500,42,10,32,4313
4313,b95d6edcfc7b19639b18dc095f757d09,cama_mesa_banho,50.0,838.0,1.0,1150,16,10,16,4314
4314,cb03e4f0503f45854e87afe535e0681d,ferramentas_jardim,51.0,720.0,1.0,9150,33,8,33,4315
4315,c6fa05b26acb1af4a61bf2830419d1fa,papelaria,38.0,867.0,10.0,850,30,40,11,4316
4316,ad242deeefcc0d81a0f001a0fb9b585e,pet_shop,56.0,322.0,2.0,900,16,18,14,4317
4317,caf1466f581875d1c2d9d94be70b4dbc,beleza_saude,58.0,860.0,1.0,1550,16,16,16,4318
4318,e256d05115f9eb3766f3ab752132a4e2,informatica_acessorios,42.0,399.0,1.0,740,26,15,19,4319
4319,b8dabeb598db5ace52983a669b90238e,utilidades_domesticas,53.0,541.0,1.0,4850,30,30,30,4320
4320,bf6d369fda3cc67f960c9290d3e91158,moveis_sala,54.0,311.0,2.0,4950,50,10,50,4321
4321,912d5af95a68c1f1b7ba4b69e4344e61,beleza_saude,39.0,858.0,1.0,500,37,10,21,4322
4322,e934947ca6b64f5a6d864e21dca13b73,cama_mesa_banho,28.0,378.0,2.0,900,41,8,24,4323
4323,f85aa92e1305fc26494dae38bba39266,esporte_lazer,58.0,688.0,3.0,800,74,10,13,4324
4324,d13a4acdb64c202e774e815db547e108,beleza_saude,60.0,919.0,1.0,150,22,3,15,4325
4325,a323784ac31c377c5ecaa26b8cb155db,informatica_acessorios,51.0,1211.0,2.0,200,16,16,11,4326
4326,980afaa22ae7fefe2118474b4bb444e6,moveis_decoracao,38.0,825.0,1.0,600,55,11,11,4327
4327,b23cca4f37391d03408aed65983bdc40,brinquedos,18.0,298.0,1.0,3865,40,35,35,4328
4328,bdb398ac06c2ed352859d8f8cf2f713c,relogios_presentes,43.0,340.0,1.0,338,21,14,20,4329
4329,908a8949fc2615cde40d1568d16aa6ca,esporte_lazer,54.0,789.0,4.0,900,35,10,35,4330
4330,ac64ddbb3d1489f826dd59104c6b023f,informatica_acessorios,48.0,586.0,1.0,250,16,16,11,4331
4331,e3263eb093d88b95abce97fe0c864421,casa_construcao,55.0,1313.0,2.0,850,20,20,20,4332
4332,fd4269ef0b64a4ef82eb098107665158,informatica_acessorios,44.0,237.0,1.0,1666,25,26,24,4333
4333,c27df507086d93624b884157a75f45e6,utilidades_domesticas,55.0,853.0,1.0,710,20,14,17,4334
4334,dc88749b92c7dd97a89577f11aea8c3a,automotivo,60.0,149.0,1.0,450,30,16,16,4335
4335,ecc10d287641039c31deb3a2873215e4,esporte_lazer,60.0,2493.0,1.0,2500,31,33,32,4336
4336,b31b3d9e4c6ad3265d8f77f243e3f0d9,casa_conforto,43.0,284.0,1.0,200,16,16,16,4337
4337,d076ce587de2ab3cb36f6c34f5ec1c8c,moveis_sala,31.0,277.0,1.0,6100,55,13,51,4338
4338,cc3361c59c7af3bd862f41df044549e0,eletroportateis,49.0,588.0,1.0,6600,41,38,28,4339
4339,e254150e5ad257907453bd5520208c74,utilidades_domesticas,37.0,587.0,3.0,300,40,5,40,4340
4340,a1b35ee994b8c571119976c30aa07efe,beleza_saude,56.0,915.0,1.0,200,18,9,12,4341
4341,aac347ae582fb6041aa2ee59b68a813a,cool_stuff,49.0,512.0,3.0,2500,53,63,15,4342
4342,f5068d43799fc3243cf62b290d885d3e,consoles_games,55.0,546.0,5.0,400,16,6,21,4343
4343,aa07dadb101ca2d652eaaec5c33c37af,moveis_decoracao,57.0,108.0,11.0,3600,40,8,35,4344
4344,cbd27a4cfb94137cd08a4fda812d686b,utilidades_domesticas,58.0,503.0,2.0,50,26,4,19,4345
4345,e11092e9722d1b6f8c18cd8947a1daff,bebes,54.0,343.0,2.0,7450,45,25,45,4346
4346,d0fe4295267f15ccaceac4fb233d8c9a,informatica_acessorios,52.0,398.0,1.0,350,20,2,26,4347
4347,f5badee8a0e679f057ec0ca4f0f32dcb,construcao_ferramentas_construcao,59.0,427.0,8.0,450,20,10,15,4348
4348,9766ad53f42ee034fbc0e29c85fe626c,cama_mesa_banho,51.0,385.0,2.0,2500,47,21,41,4349
4349,d57e44940ef46f6384a6ce75e230ec31,beleza_saude,54.0,561.0,1.0,200,25,15,15,4350
4350,bc1771eea502c7888f4fa3d568a69111,bebes,62.0,121.0,1.0,950,39,16,40,4351
4351,c0af7c6e4d05f8fd956204b258ce14e0,casa_conforto,60.0,217.0,3.0,6500,50,30,40,4352
4352,99a4788cb24856965c36a24e339b6058,cama_mesa_banho,54.0,245.0,1.0,1383,50,10,40,4353
4353,ed811f9c4ce4994aa221a2b3875666db,telefonia,45.0,349.0,11.0,100,19,3,11,4354
4354,fdba6f37e0258dbca54eb0ed8b293ae0,bebes,10.0,1162.0,2.0,600,20,8,14,4355
4355,9686ff1a707a2d304c547f82535c5ee5,relogios_presentes,60.0,706.0,6.0,200,16,2,11,4356
4356,b55d740a9c9a5e4b9d681828a82d28bc,automotivo,58.0,585.0,3.0,750,60,8,33,4357
4357,ac85747ff00cf2a5cb1ef0901c7b21af,eletronicos,30.0,449.0,1.0,150,25,7,16,4358
4358,d95f03455f14fd566743964beef46ff0,utilidades_domesticas,42.0,540.0,4.0,9800,31,61,31,4359
4359,c8f17c4ceaa05acfb30a852b8ee2c0a9,informatica_acessorios,57.0,1111.0,3.0,150,18,16,13,4360
4360,d2f3685018eaf6e36c6ecdb512753075,moveis_decoracao,56.0,1758.0,3.0,530,50,23,16,4361
4361,cebed2cb3b44b298e374ec88155024f6,fashion_bolsas_e_acessorios,42.0,353.0,1.0,250,16,2,11,4362
4362,fd471a043ee8b8dd27f4086495e0724c,moveis_decoracao,56.0,2043.0,5.0,3000,69,11,11,4363
4363,d07c0177e489e871713b83a518446ac7,utilidades_domesticas,56.0,869.0,1.0,1750,30,30,30,4364
4364,8e33c9b032f34f04d9480045e1ec8da5,cama_mesa_banho,55.0,238.0,1.0,1350,40,40,40,4365
4365,b60aae43af64142e8dafff9888b64c85,cool_stuff,56.0,989.0,1.0,2250,42,25,15,4366
4366,97df7b55f088f5c0c6d785d20a433d55,papelaria,54.0,307.0,2.0,4900,22,50,30,4367
4367,e5b5b0c0e066fb53258fce3eace774f7,audio,36.0,310.0,1.0,290,19,16,18,4368
4368,b84042ec39a089de420e18ec3c57cf34,brinquedos,37.0,1354.0,1.0,1400,41,13,20,4369
4369,f408131193fe9da16836115414229012,fashion_underwear_e_moda_praia,51.0,1343.0,5.0,300,25,16,11,4370
4370,af9c4277d06aa18aabbfebbe94ee9c79,esporte_lazer,39.0,369.0,2.0,2700,20,15,15,4371
4371,ba4614e1cda7783e5c08d4372080d8b2,automotivo,58.0,679.0,5.0,5600,78,4,47,4372
4372,e83e378e0d9201ebc31bbf3ceb57f9fe,automotivo,60.0,700.0,1.0,50,32,2,24,4373
4373,8d7372d1b5ad8302fee4eed7f8bb4d84,instrumentos_musicais,53.0,340.0,1.0,900,19,19,14,4374
4374,8d1e9f9f3d7126c5ccdfb50c10c8e444,utilidades_domesticas,43.0,2112.0,8.0,2500,50,11,24,4375
4375,fd5165e9ee553f6e1bc24e5103ceb50b,moveis_decoracao,56.0,296.0,3.0,1700,100,7,15,4376
4376,b4275084ccfa0633ab3219949f6a3b9c,automotivo,48.0,283.0,1.0,850,30,30,30,4377
4377,e0bb3159111d86828b5caef8725ff055,utilidades_domesticas,63.0,103.0,1.0,2500,30,6,30,4378
4378,c0f779f1ea544dca9ebf515dd55fc3c7,beleza_saude,45.0,3059.0,3.0,300,23,7,15,4379
4379,f3ead0dbcae5b065731b183396c1da2f,papelaria,32.0,281.0,3.0,400,25,11,14,4380
4380,aecd0c211a5e24ca163d35e5087189ed,esporte_lazer,50.0,333.0,3.0,4800,50,14,33,4381
4381,c69da983317ecee971f64fc8202c959a,informatica_acessorios,52.0,210.0,1.0,200,33,4,27,4382
4382,97194fdae68fa163b7cc5c02bfedbf16,bebes,51.0,1202.0,4.0,30000,81,50,50,4383
4383,d7eb9229e8b6c34f6d8333caf9533f69,utilidades_domesticas,53.0,575.0,3.0,2800,20,60,20,4384
4384,c3ce49d20cc5d56f0419f256c480e235,fashion_bolsas_e_acessorios,41.0,412.0,5.0,100,16,5,20,4385
4385,a92a1952bbae9c20170d082e2bf950ab,beleza_saude,42.0,801.0,1.0,600,26,9,21,4386
4386,c3ddc73a4b4c70a6a20189f08fbbc348,informatica_acessorios,57.0,804.0,5.0,350,19,7,14,4387
4387,eda67c42c2e05d1ba88119d626ec921f,informatica_acessorios,58.0,344.0,3.0,200,21,7,14,4388
4388,c1066831f90626b7fd73ed871a49f158,beleza_saude,35.0,506.0,2.0,320,30,6,12,4389
4389,eb8851552616597cd924ef25f16706ed,cama_mesa_banho,60.0,584.0,1.0,2400,16,50,40,4390
4390,e23ba2d67536a20c2646c23694e39cf8,beleza_saude,59.0,486.0,1.0,875,18,12,12,4391
4391,a5917b970f3946ccfaabbd8599108ab5,eletrodomesticos,53.0,163.0,3.0,300,26,11,11,4392
4392,d3beab88b06d8b7f89e83f6744861ee5,esporte_lazer,59.0,1096.0,9.0,950,20,20,30,4393
4393,d9d4c1378e3c6564f55c02bec84e8f2f,moveis_decoracao,59.0,2262.0,4.0,500,65,8,13,4394
4394,e38ae1121c1566bb56b728d8079b2d75,informatica_acessorios,42.0,226.0,1.0,275,13,13,13,4395
4395,ffdde3d63e889c9a9f9ec30d82a4c815,brinquedos,63.0,554.0,4.0,21600,35,60,40,4396
4396,f60fedc54d28bf29480f654d90a2f8ff,cama_mesa_banho,41.0,614.0,1.0,950,30,16,16,4397
4397,fc83db05de6120d00e02ea0fe6f916af,ferramentas_jardim,53.0,1093.0,4.0,1300,35,10,30,4398
4398,b9754f9e21b6e6960b37594d4387fb1c,perfumaria,35.0,796.0,1.0,450,30,13,23,4399
4399,95ffcc544c6a973ef0885c2017b54318,ferramentas_jardim,53.0,291.0,2.0,300,20,20,20,4400
4400,f09df9cb1beab8b8d5aacb6a51934d13,ferramentas_jardim,48.0,369.0,2.0,360,21,8,14,4401
4401,d6c2073fdc29a2931d1900fe474134ec,perfumaria,44.0,517.0,1.0,400,21,14,15,4402
4402,8e4ddd0db3411d756ce077eb15a63272,relogios_presentes,51.0,979.0,2.0,320,18,11,14,4403
4403,ba90d9569ff1f3add3d6bc10532688f9,instrumentos_musicais,60.0,2587.0,6.0,750,29,16,14,4404
4404,aa0816cf69c9faa95e573541be5c0c32,fashion_bolsas_e_acessorios,59.0,139.0,3.0,300,16,2,11,4405
4405,e09134e776e503444db67bd5b239b56a,cama_mesa_banho,48.0,444.0,2.0,950,50,16,16,4406
4406,94938d42be4ea1064db3325c385ee6d6,esporte_lazer,45.0,374.0,2.0,827,52,19,21,4407
4407,e0f99475a79890b9adaa95ceac17c1cd,telefonia,63.0,474.0,6.0,600,19,5,11,4408
4408,e52fa0c1b61bfc1db27ed2beec83f801,moveis_escritorio,39.0,1275.0,1.0,16000,74,68,26,4409
4409,c5841303f830680eb1cdda8be0ff35bf,papelaria,33.0,691.0,2.0,250,27,3,11,4410
4410,9271d2541a43f8db13d164887228a189,brinquedos,53.0,341.0,2.0,2933,39,27,33,4411
4411,f05159152e8d116081d78d5d1f11b062,beleza_saude,55.0,550.0,1.0,200,16,25,15,4412
4412,bfcc1d0c6e994fb47a7ec002ac8857cd,esporte_lazer,51.0,278.0,1.0,700,22,15,22,4413
4413,faee2618c7ace750fb300ac45fddaa74,relogios_presentes,49.0,385.0,1.0,350,19,11,16,4414
4414,e1a5774894b0dcbed9a61bb82b96b3fd,papelaria,34.0,761.0,1.0,405,18,15,16,4415
4415,a743efb3ff4bf4f56e265e73e5c23a6c,moveis_decoracao,52.0,224.0,1.0,19400,56,48,38,4416
4416,cd3f4942e46362adc32589ff1a90e3dc,utilidades_domesticas,19.0,203.0,1.0,4050,26,26,26,4417
4417,8e0380f7af31ac310915613749090857,beleza_saude,54.0,213.0,2.0,543,23,24,22,4418
4418,e0e2e29a516b06947e388d20aa7bf7a6,cama_mesa_banho,58.0,1139.0,3.0,3700,40,15,40,4419
4419,d435c3fa55cfd37fa04032168ed59cf8,eletrodomesticos_2,53.0,704.0,1.0,12000,80,15,58,4420
4420,8f71fe1e1b5bbb6773e7276b5c37ef65,papelaria,57.0,921.0,5.0,6250,25,50,25,4421
4421,d498e8a880bdf3d26e2b9b3e92c4f424,utilidades_domesticas,59.0,1386.0,1.0,2350,16,20,11,4422
4422,c4ca2da40ac17c4b52688ff9a7c041b8,fashion_bolsas_e_acessorios,34.0,132.0,3.0,50,17,4,13,4423
4423,b8c5642287f25d5e0e166199264eff95,fashion_roupa_masculina,36.0,968.0,3.0,600,16,2,11,4424
4424,bb611cf1352bf9b347e0a3ea5e70fc46,utilidades_domesticas,37.0,601.0,1.0,5100,34,51,34,4425
4425,aa4a9621d7eb2b1de179cd95fdcfe984,bebes,46.0,121.0,1.0,750,36,4,29,4426
4426,f51f0dff431ac30d20b87401944b10cd,esporte_lazer,30.0,754.0,4.0,700,28,25,25,4427
4427,9a075ce513162a3fb49c28aa1b6be52a,relogios_presentes,43.0,528.0,1.0,450,20,11,15,4428
4428,e0884eed28311e4365d93a89ac57eafb,audio,47.0,423.0,1.0,250,27,5,20,4429
4429,c3040abf937069c3552391d63d89ece1,beleza_saude,33.0,1693.0,1.0,550,30,10,17,4430
4430,fdad129d8e902058f98862f23dcf6978,informatica_acessorios,35.0,1101.0,2.0,250,42,2,30,4431
4431,c91a4838537a5f096143003b1a72ec58,brinquedos,29.0,165.0,2.0,700,35,16,25,4432
4432,d078d453361cd47a1041bf9a20a92774,bebes,45.0,1383.0,2.0,8450,41,16,41,4433
4433,e6baba6c7819d44817a76305e082d682,ferramentas_jardim,60.0,1554.0,4.0,8300,50,22,40,4434
4434,ae6f0a235fafaf39219b83770a3391bf,beleza_saude,30.0,408.0,1.0,150,17,17,17,4435
4435,c1cd85e63e70e6913339ec44e438fab6,telefonia,40.0,1382.0,2.0,200,19,3,11,4436
4436,a406f14e110f4ccb46059586e9440400,telefonia,48.0,1440.0,2.0,100,18,6,11,4437
4437,c1eee16d856657ad280936810ef3d080,cool_stuff,59.0,1758.0,1.0,113,22,8,17,4438
4438,c7d5122ecf640a6affc29798267e5924,esporte_lazer,54.0,761.0,1.0,3450,34,20,20,4439
4439,c31d2c7898c24ea73ab60e0660fd693f,,,,,395,26,6,18,4440
4440,e0eb83f5cf9560ca3b976eea5dcfdfde,ferramentas_jardim,55.0,258.0,1.0,900,32,13,17,4441
4441,9ad4fb75641c9a71f995a06d0386a6f9,automotivo,59.0,840.0,1.0,4150,45,20,45,4442
4442,f4135cbdece8245560f7be179533797a,eletronicos,32.0,1306.0,3.0,500,17,9,25,4443
4443,b18040a8b795afd0802abd9c3755ea64,esporte_lazer,41.0,979.0,8.0,7000,90,20,25,4444
4444,9c020bc35e62119e84cbecb9d92646f0,esporte_lazer,48.0,910.0,3.0,200,16,13,16,4445
4445,8f12be3216052dac466d43ff8af3ef04,cool_stuff,46.0,589.0,2.0,450,16,12,22,4446
4446,de11bf385785a97ca03b274d98373c76,ferramentas_jardim,54.0,350.0,2.0,2700,22,14,22,4447
4447,8d8873c048c8f81781d339a726ec38dc,moveis_decoracao,58.0,231.0,2.0,5150,27,32,27,4448
4448,f6abeebe478d565e5e58a5fad0fa60b4,informatica_acessorios,56.0,537.0,2.0,945,25,14,33,4449
4449,da8b72e46537fe5af3ade4bc6120f05c,beleza_saude,53.0,168.0,1.0,100,16,12,12,4450
4450,fc5888c7df7361d2582b2fd195a827eb,cama_mesa_banho,51.0,302.0,2.0,850,37,23,35,4451
4451,bdb0adfd465b18548a50bafc2a8e8ea6,brinquedos,52.0,922.0,3.0,1200,50,15,32,4452
4452,f6129fe69e08f8a94a3ab1e72d9394b6,beleza_saude,44.0,299.0,1.0,867,17,27,16,4453
4453,fdde5bfe43004cc06f12152870b951f4,perfumaria,37.0,1470.0,2.0,475,20,16,16,4454
4454,b5c4801466295e45d80d659858124b4f,bebes,56.0,1291.0,4.0,7500,32,77,49,4455
4455,d97f2d7642b06661e99578b3455f5d58,utilidades_domesticas,44.0,883.0,4.0,350,17,12,12,4456
4456,ba1446377b3e8fb2c3ec8c7b59a0d9ba,moveis_decoracao,53.0,982.0,3.0,400,28,9,18,4457
4457,ed5726c8183554422f610ef95fa19744,beleza_saude,54.0,1018.0,1.0,363,20,19,19,4458
4458,c62bc42d383a40b285eee3f95240c817,cama_mesa_banho,56.0,2536.0,2.0,1800,43,8,33,4459
4459,9d2ff462feaaf88912539b8647e17ab4,informatica_acessorios,42.0,315.0,1.0,813,32,16,16,4460
4460,e1f3f6e6cd65169825945c5d696f568a,perfumaria,36.0,177.0,1.0,400,16,7,12,4461
4461,b4d9c32c307674e72fe46c424e3d4824,telefonia,48.0,649.0,2.0,200,19,4,20,4462
4462,c3e4984fcd36ab7d67ec30a89f745113,automotivo,44.0,1223.0,10.0,2300,40,35,20,4463
4463,ac59913424838af366eb7b8cd73a4bcc,utilidades_domesticas,54.0,723.0,3.0,6900,37,30,30,4464
4464,c77b6d877cddcdb6bdc51621056bad6c,automotivo,43.0,181.0,1.0,83,17,6,12,4465
4465,ffce5ed9e0bcc2e46796b988cdac733b,consoles_games,42.0,1266.0,4.0,600,20,15,20,4466
4466,bcb82afcf8487918f4a49822c96634e3,informatica_acessorios,55.0,418.0,3.0,250,23,16,16,4467
4467,e87093a08e761c9fbf7dd461227f66c1,cama_mesa_banho,57.0,171.0,1.0,1100,35,15,25,4468
4468,a0b0fad03e38e8e5d6d94e229707f2ef,informatica_acessorios,50.0,413.0,3.0,150,20,20,20,4469
4469,94db494032587f32dcb342c9a808e8e3,moveis_decoracao,58.0,330.0,1.0,800,50,20,20,4470
4470,b948a6dd0adccdcf3ea81888bf678924,bebes,47.0,791.0,1.0,850,40,40,12,4471
4471,a7868f5ae25dcf473c8997f82cfd06a3,esporte_lazer,49.0,210.0,5.0,150,20,4,15,4472
4472,a79ae5e76295aa86fb2a41afaa708074,brinquedos,32.0,479.0,1.0,250,27,11,21,4473
4473,8dad29b3b6c42d0b966e5ea7b5498132,consoles_games,56.0,700.0,5.0,1325,26,8,14,4474
4474,b250756c5f34998033b1811801686a0c,utilidades_domesticas,26.0,330.0,2.0,1840,90,4,43,4475
4475,abff09d5c554ab5e3c1180a55635dca3,pet_shop,21.0,1811.0,1.0,900,30,33,30,4476
4476,e42ad1ff7ad0843110435858ec10a2c6,esporte_lazer,49.0,1236.0,2.0,28450,65,105,25,4477
4477,9e33c417f7f6ba6c1212d91ccbfbe2f5,cama_mesa_banho,56.0,642.0,1.0,1100,20,20,20,4478
4478,ed22e5834e262559c99d7b0975e1032e,casa_conforto,42.0,478.0,1.0,800,20,20,20,4479
4479,ebadaf46edd2849cbc47c97f99543604,relogios_presentes,55.0,170.0,1.0,125,18,11,14,4480
4480,d5d90594fb788acb2a213520f8fdef09,fashion_bolsas_e_acessorios,58.0,571.0,5.0,100,17,9,17,4481
4481,cdce55fb5fbe6b24f00f27364a8afde3,bebes,30.0,1219.0,1.0,1657,41,23,42,4482
4482,c765fb286266d05deb16689631d841e1,papelaria,53.0,251.0,2.0,700,37,6,29,4483
4483,f59b09413cef2d29c4399a4216bb92a9,fashion_bolsas_e_acessorios,31.0,369.0,4.0,200,16,9,11,4484
4484,8f0ff18b3c249ca69a6a4c6571e38335,cama_mesa_banho,60.0,436.0,2.0,1150,35,10,35,4485
4485,ed996a90597b8541c387ce93622ac44c,automotivo,59.0,833.0,3.0,50,24,2,17,4486
4486,cdffe00d071bd489fb4fab5cded4a5a2,bebes,59.0,121.0,1.0,1900,39,16,40,4487
4487,dbe30cd7571498ff45963ea671014c6a,cama_mesa_banho,54.0,463.0,1.0,350,16,40,30,4488
4488,9a1671211dbf49fd18dd1bd16cff632d,relogios_presentes,34.0,176.0,1.0,400,18,12,18,4489
4489,91b9cfd0719e34084376b88cada067b7,beleza_saude,54.0,571.0,1.0,200,25,15,15,4490
4490,a1efabfd513c691eeb2650e5f04e5cb6,esporte_lazer,42.0,779.0,2.0,600,16,23,11,4491
4491,b6c8f14b68f929e88c57afd30d88c7e5,informatica_acessorios,63.0,959.0,2.0,225,16,23,19,4492
4492,ea5650a1a8c12b9348a0cefff6fb1d24,cool_stuff,57.0,629.0,1.0,750,42,25,15,4493
4493,fdc52cfa6830ea1f04bc31c0939b2357,audio,52.0,1125.0,1.0,300,16,16,16,4494
4494,c7eaaf164fd5631e52cd54268c113edd,ferramentas_jardim,51.0,658.0,2.0,267,17,14,16,4495
4495,9ab61676eb915c81c3c893adca21364c,cama_mesa_banho,56.0,184.0,2.0,650,60,10,50,4496
4496,bad4b094223996122f7ac8348faca465,fashion_bolsas_e_acessorios,33.0,338.0,2.0,100,16,10,11,4497
4497,cae79e3b5c787c231543fa415a20b5cc,ferramentas_jardim,36.0,2213.0,1.0,350,45,45,12,4498
4498,bdc1cae635cc5a6a09d9481495b890c6,construcao_ferramentas_construcao,52.0,507.0,3.0,350,18,23,18,4499
4499,f6fa93875f4a7dac03e0a22143f4d815,cama_mesa_banho,37.0,212.0,2.0,450,25,9,19,4500
4500,be4daa163f6e100a73d7cddcf2a4c4de,fashion_bolsas_e_acessorios,29.0,194.0,3.0,50,16,2,23,4501
4501,e43443a05db61acfccaca5876b804ba7,,,,,500,30,19,18,4502
4502,e9b92b46e76deca9e27acbb0b6c170fa,esporte_lazer,37.0,305.0,2.0,550,16,12,11,4503
4503,aa74ebe862c9061d4272681810675a01,esporte_lazer,43.0,1236.0,1.0,1500,21,26,21,4504
4504,e20be15ef3888b958c8a76a2f0edfc25,,,,,400,25,8,11,4505
4505,ff4f5b008c32f80c3f952b2b56a28e04,brinquedos,43.0,640.0,2.0,1600,38,26,40,4506
4506,b3132d56d4953f40e977e0534603e148,esporte_lazer,57.0,787.0,1.0,3100,30,42,20,4507
4507,9095a5b548eb913258279d5aea381643,cama_mesa_banho,52.0,634.0,4.0,1150,40,30,20,4508
4508,f4f8823fb84272f90fd1311532effb71,eletroportateis,44.0,196.0,2.0,150,16,12,16,4509
4509,ede30543a08093f6211aae6c721fddc3,utilidades_domesticas,56.0,805.0,1.0,350,22,10,16,4510
4510,e6aa64e6ca59df52c7bd02829516f6e4,esporte_lazer,58.0,2243.0,1.0,1400,20,30,20,4511
4511,c1af2dbb7ddaa89a57094a6fde7578bf,beleza_saude,58.0,619.0,1.0,900,36,51,15,4512
4512,ee9d3ff88f7800b3144967778bb000de,cama_mesa_banho,59.0,765.0,1.0,1150,25,17,35,4513
4513,a2151451d8c68ef83187a295422a8334,moveis_decoracao,59.0,1749.0,4.0,950,65,3,45,4514
4514,d67c3a409aba425d0b60555276bbefd5,cama_mesa_banho,56.0,382.0,1.0,300,16,10,16,4515
4515,ce5a5a85a0704113bd7fd75b3fbaed71,cama_mesa_banho,30.0,115.0,1.0,733,19,12,18,4516
4516,9fe172fa8e662ca8572cf12abf8bce23,fashion_bolsas_e_acessorios,36.0,412.0,5.0,150,16,5,20,4517
4517,f100f4ee5e2b55d163a3f7c300c24d26,beleza_saude,47.0,483.0,1.0,417,20,9,13,4518
4518,a412e6de2f924b291fcd8911e0f25eae,brinquedos,20.0,345.0,1.0,760,30,28,21,4519
4519,f288cae3916218ec01f708d093b29d4f,ferramentas_jardim,59.0,557.0,5.0,150,20,5,15,4520
4520,91fd85f0ce4e46aba09a5777469f4127,,,,,250,22,14,14,4521
4521,fd3449bd706d46a7196d18bbd38b32f4,eletrodomesticos_2,60.0,410.0,1.0,640,22,24,21,4522
4522,c664fefd1535d526b427ea18dab22bd3,utilidades_domesticas,54.0,481.0,2.0,650,25,16,17,4523
4523,e952feb7c657aae141c56f208088d511,,,,,600,16,30,11,4524
4524,c63ea4621680c1b0fca8864c0564bd78,informatica_acessorios,57.0,918.0,1.0,625,25,8,23,4525
4525,8d117b157de0b1a41b75de2833fd4f6e,consoles_games,55.0,1683.0,1.0,625,21,13,13,4526
4526,fd7d446e2582c5bbc8be63f9179e98ac,pet_shop,45.0,414.0,1.0,150,23,23,23,4527
4527,92b82f3b6d4670bba0ae207094f1d226,moveis_decoracao,45.0,96.0,2.0,10100,60,10,40,4528
4528,abe90b94fe9bb697a9f2bd7e25029c2f,audio,44.0,885.0,1.0,1360,28,21,24,4529
4529,dd231637766e756fd1cf2fd80501fce1,fashion_roupa_masculina,57.0,222.0,1.0,750,30,10,28,4530
4530,e9ceb9123d3103b7ad293c168dd3a547,cama_mesa_banho,46.0,333.0,1.0,6410,50,26,44,4531
4531,ae8075d523c78e51b70c30ec84497683,esporte_lazer,51.0,1589.0,7.0,500,23,4,13,4532
4532,fcf8767deaa2d325a3150d5bcb8acbea,beleza_saude,43.0,812.0,1.0,350,19,12,13,4533
4533,b516bcd976124fe39effaa262a2d295c,informatica_acessorios,44.0,648.0,3.0,217,35,7,29,4534
4534,bc072f287b475a918c00b3478d1bcef9,automotivo,55.0,3479.0,4.0,2500,21,18,16,4535
4535,b10d71016458b5278240f4ff330f5d3a,eletrodomesticos,59.0,161.0,1.0,150,18,8,13,4536
4536,97b3b8e8ed22d0ceb3b3c520e806a334,eletronicos,40.0,395.0,1.0,200,22,14,17,4537
4537,a7216be504e1ff211b67479ab193a552,utilidades_domesticas,42.0,886.0,3.0,5200,50,23,27,4538
4538,c43b672f48eaccbecc94cdf6b4f53485,beleza_saude,32.0,386.0,1.0,150,20,10,15,4539
4539,c224f464aeeb2c6af33f0682a181efa7,utilidades_domesticas,60.0,1809.0,1.0,12600,16,2,11,4540
4540,f2d362fbb792bbe0233ab254111eca4e,beleza_saude,42.0,811.0,2.0,800,34,15,38,4541
4541,cd9e2444207cd970011fe53c19d72caa,moveis_decoracao,56.0,196.0,7.0,550,29,16,14,4542
4542,a142a106133a43bc55573a6a77be9d57,climatizacao,55.0,1081.0,1.0,300,20,5,16,4543
4543,f2b264b1a4602b87d64eebefc899c1d0,ferramentas_jardim,42.0,790.0,2.0,1000,30,15,30,4544
4544,9cfca0dc6dd43d12b7de84a5e1e0a429,cama_mesa_banho,33.0,237.0,1.0,750,39,3,27,4545
4545,c925e3dea45558e88442e52f0cf3d7e9,automotivo,56.0,919.0,5.0,200,23,3,16,4546
4546,b891c682fc2f37ea421cd3bf2f4fcd00,utilidades_domesticas,36.0,166.0,4.0,450,16,25,11,4547
4547,e2f714fbe2ae1f8ef2d9827295ddc972,cama_mesa_banho,56.0,609.0,1.0,550,16,10,16,4548
4548,947c79ffdc05997e940df6e00bc8a82e,beleza_saude,20.0,79.0,1.0,204,18,18,18,4549
4549,9c4a4597e2a9508d9e9f329fb27650b8,relogios_presentes,54.0,1916.0,1.0,600,18,9,15,4550
4550,cf9acdb2a4cecac3bd28a9a3e7bbe615,automotivo,35.0,923.0,3.0,15850,56,15,15,4551
4551,b5fd066805e6dbd581736d37d6313bb3,moveis_decoracao,56.0,2043.0,5.0,3000,69,11,11,4552
4552,d23f2f3a0d52d3cb9effc0e11bae4bff,moveis_sala,57.0,469.0,4.0,18700,50,65,50,4553
4553,e93a471ae7f8acd97e41203e59a434e6,moveis_decoracao,40.0,418.0,3.0,1525,39,15,15,4554
